StockName,CustomerName,Price,NumStks,Time,OrderID
ARBK,Customer2,356,408,14,254
ARBK,Customer0,329,254,50,255
ARBK,Customer1,369,430,33,256
ARBK,Customer0,291,27,7,258
ARBK,Customer4,293,289,49,262
ARBK,Customer0,299,489,36,265
ARBK,Customer1,299,180,28,270
ARBK,Customer3,345,454,12,271
ARBK,Customer3,326,235,50,274
ARBK,Customer2,335,38,43,276
ARBK,Customer1,340,94,44,278
ARBK,Customer4,533,242,10,281
ARBK,Customer1,461,261,10,282
ARBK,Customer4,567,363,19,289
ARBK,Customer1,310,25,28,292
ARBK,Customer3,332,1,17,293
ARBK,Customer3,355,322,58,297
ARBK,Customer3,310,93,17,298
ARBK,Customer0,379,416,53,299
ARBK,Customer4,319,260,56,303
ARBK,Customer4,533,364,26,305
ARBK,Customer2,404,203,26,306
ARBK,Customer1,378,481,8,307
ARBK,Customer0,375,113,54,308
ARBK,Customer0,536,110,25,310
ARBK,Customer2,383,500,6,311
ARBK,Customer3,436,493,57,316
ARBK,Customer0,328,323,3,318
ARBK,Customer1,478,280,3,319
ARBK,Customer2,409,444,21,324
ARBK,Customer2,306,220,50,326
ARBK,Customer3,342,11,39,328
ARBK,Customer0,315,46,22,329
ARBK,Customer3,561,452,23,331
ARBK,Customer2,463,454,23,332
ARBK,Customer1,381,443,29,333
ARBK,Customer0,305,383,37,334
ARBK,Customer4,318,423,46,336
ARBK,Customer1,450,380,46,337
ARBK,Customer0,309,318,7,339
ARBK,Customer1,312,215,23,340
ARBK,Customer2,314,292,11,341
ARBK,Customer2,373,31,13,342
ARBK,Customer3,547,434,7,344
ARBK,Customer2,491,159,32,347
ARBK,Customer2,388,259,44,350
ARBK,Customer3,377,466,1,351
ARBK,Customer0,419,413,1,352
ARBK,Customer4,362,232,29,355
ARBK,Customer2,506,449,55,358
ARBK,Customer1,433,144,35,360
ARBK,Customer2,415,79,35,361
ARBK,Customer4,398,274,28,364
ARBK,Customer1,314,480,28,365
ARBK,Customer4,425,190,28,366
ARBK,Customer0,309,216,34,367
ARBK,Customer4,351,35,54,371
ARBK,Customer2,349,416,39,372
ARBK,Customer1,288,207,8,374
ARBK,Customer2,336,132,47,380
ARBK,Customer3,499,21,47,381
ARBK,Customer0,505,26,31,387
ARBK,Customer4,538,35,31,388
ARBK,Customer1,522,161,41,390
ARBK,Customer2,297,223,27,393
ARBK,Customer0,513,107,39,395
ARBK,Customer4,547,79,38,397
ARBK,Customer2,288,207,52,400
ARBK,Customer1,562,393,6,402
ARBK,Customer4,438,125,6,403
ARBK,Customer1,477,262,33,406
ARBK,Customer4,341,431,39,407
ARBK,Customer3,423,330,27,409
ARBK,Customer4,343,407,37,411
ARBK,Customer4,504,128,50,413
ARBK,Customer0,469,165,55,416
ARBK,Customer0,384,395,0,422
ARBK,Customer0,377,352,43,423
ARBK,Customer1,332,448,29,424
ARBK,Customer4,376,387,34,427
ARBK,Customer2,292,402,6,428
ARBK,Customer4,480,475,6,429
ARBK,Customer0,468,367,6,430
ARBK,Customer2,366,64,49,432
ARBK,Customer2,405,404,36,435
ARBK,Customer1,419,170,3,437
ARBK,Customer3,462,400,3,438
ARBK,Customer4,502,57,3,439
ARBK,Customer2,303,453,45,441
ARBK,Customer0,378,83,19,443
ARBK,Customer1,366,157,1,444
ARBK,Customer0,404,158,2,446
ARBK,Customer0,481,362,2,447
ARBK,Customer2,293,380,27,450
ARBK,Customer3,340,97,29,452
ARBK,Customer2,324,380,46,453
ARBK,Customer4,307,158,11,454
ARBK,Customer4,290,157,47,455
ARBK,Customer0,477,101,53,457
ARBK,Customer2,504,56,48,460
ARBK,Customer1,544,115,33,462
ARBK,Customer1,290,113,0,465
ARBK,Customer0,398,46,0,466
ARBK,Customer0,373,363,55,471
ARBK,Customer2,312,375,27,473
ARBK,Customer2,371,476,58,475
ARBK,Customer0,557,496,37,477
ARBK,Customer0,332,7,37,479
ARBK,Customer1,564,471,21,481
ARBK,Customer3,573,138,14,484
ARBK,Customer2,537,452,14,485
ARBK,Customer2,436,145,43,488
ARBK,Customer0,350,180,57,490
ARBK,Customer3,505,321,39,492
ARBK,Customer3,413,153,30,494
ARBK,Customer0,514,385,31,505
ARBK,Customer1,349,38,36,510
ARBK,Customer1,292,289,34,512
ARBK,Customer3,565,439,23,514
ARBK,Customer2,317,333,20,515
ARBK,Customer3,479,46,54,517
ARBK,Customer0,436,380,54,518
ARBK,Customer1,329,466,41,519
ARBK,Customer4,528,65,41,520
ARBK,Customer4,294,441,12,521
ARBK,Customer4,422,281,12,522
ARBK,Customer4,367,90,56,523
ARBK,Customer2,369,159,49,526
ARBK,Customer0,376,333,1,527
ARBK,Customer1,363,475,23,529
ARBK,Customer1,406,209,23,530
ARBK,Customer0,333,173,12,531
ARBK,Customer4,324,481,43,532
ARBK,Customer0,516,50,43,533
ARBK,Customer4,304,286,28,534
ARBK,Customer0,353,64,9,535
ARBK,Customer1,418,201,9,536
ARBK,Customer2,497,392,9,537
ARBK,Customer3,309,364,18,538
ARBK,Customer1,521,90,18,539
ARBK,Customer4,507,70,18,540
ARBK,Customer3,443,420,36,545
ARBK,Customer3,336,83,38,546
ARBK,Customer2,357,396,21,547
ARBK,Customer4,564,492,21,548
ARBK,Customer1,382,14,50,550
ARBK,Customer2,468,200,0,552
ARBK,Customer4,387,119,59,554
ARBK,Customer4,512,467,57,556
ARBK,Customer4,366,78,0,558
ARBK,Customer2,329,296,33,566
ARBK,Customer3,353,301,57,567
ARBK,Customer3,533,169,11,570
ARBK,Customer1,376,265,13,571
ARBK,Customer0,312,307,13,572
ARBK,Customer1,396,350,13,573
ARBK,Customer4,565,361,57,578
ARBK,Customer2,345,241,39,579
ARBK,Customer4,525,475,19,582
ARBK,Customer0,434,275,53,585
ARBK,Customer2,298,94,14,589
ARBK,Customer4,553,408,38,591
ARBK,Customer0,352,314,47,593
ARBK,Customer0,368,384,50,594
ARBK,Customer4,458,397,0,596
ARBK,Customer1,552,436,0,597
ARBK,Customer1,294,5,38,602
ARBK,Customer2,383,332,6,603
ARBK,Customer0,383,452,44,604
ARBK,Customer4,536,417,44,605
ARBK,Customer2,443,253,22,607
ARBK,Customer1,307,80,1,609
ARBK,Customer3,352,426,12,611
ARBK,Customer1,365,145,37,613
ARBK,Customer3,318,459,31,615
ARBK,Customer3,363,453,7,616
ARBK,Customer3,490,122,7,617
ARBK,Customer4,310,77,41,618
ARBK,Customer2,522,399,41,619
ARBK,Customer0,494,148,41,620
ARBK,Customer0,289,365,26,621
ARBK,Customer1,378,203,27,622
ARBK,Customer4,319,228,46,623
ARBK,Customer4,556,409,2,625
ARBK,Customer0,420,383,19,630
ARBK,Customer0,495,455,52,635
ARBK,Customer2,357,264,44,640
ARBK,Customer0,349,428,58,643
ARBK,Customer4,570,238,58,644
ARBK,Customer0,407,313,58,645
ARBK,Customer2,311,34,27,647
ARBK,Customer4,474,319,39,650
ARBK,Customer0,406,292,39,651
ARBK,Customer4,431,294,39,652
ARBK,Customer1,541,232,52,656
ARBK,Customer3,289,423,1,657
ARBK,Customer3,390,47,1,658
ARBK,Customer2,532,270,50,660
ARBK,Customer2,358,136,8,661
ARBK,Customer4,292,411,36,664
ARBK,Customer2,440,129,36,665
ARBK,Customer4,355,112,4,667
ARBK,Customer0,445,292,41,669
ARBK,Customer3,337,319,53,670
ARBK,Customer3,319,374,28,671
ARBK,Customer0,414,294,28,672
ARBK,Customer3,464,447,28,673
ARBK,Customer0,361,331,36,674
ARBK,Customer3,307,163,17,675
ARBK,Customer2,479,315,17,676
ARBK,Customer0,347,326,16,677
ARBK,Customer1,334,143,30,678
ARBK,Customer3,383,30,32,679
ARBK,Customer1,438,377,36,681
ARBK,Customer2,522,10,26,683
ARBK,Customer3,352,456,26,685
ARBK,Customer4,326,278,36,687
ARBK,Customer0,320,500,40,688
ARBK,Customer4,518,20,18,691
ARBK,Customer2,345,297,56,694
ARBK,Customer4,326,101,46,696
ARBK,Customer0,568,469,26,700
ARBK,Customer3,373,157,43,702
ARBK,Customer0,442,172,52,704
ARBK,Customer3,356,269,32,708
ARBK,Customer4,485,184,32,709
ARBK,Customer0,453,43,32,710
ARBK,Customer2,360,493,35,713
ARBK,Customer0,357,167,33,715
ARBK,Customer2,550,281,54,718
ARBK,Customer2,468,12,14,721
ARBK,Customer1,511,193,18,723
ARBK,Customer1,533,269,15,725
ARBK,Customer1,298,100,22,730
ARBK,Customer0,350,17,20,733
ARBK,Customer1,328,200,25,736
ARBK,Customer1,299,154,3,737
ARBK,Customer2,371,191,11,740
ARBK,Customer3,350,434,54,742
ARBK,Customer0,423,309,27,746
ARBK,Customer2,572,451,27,747
ARBK,Customer2,292,156,43,753
ARBK,Customer0,378,86,35,754
ARBK,Customer3,337,397,51,757
ARBK,Customer4,345,101,31,759
ARBK,Customer4,460,298,31,760
ARBK,Customer1,431,280,31,761
ARBK,Customer3,365,81,48,762
ARBK,Customer4,311,254,45,765
ARBK,Customer0,367,202,7,766
ARBK,Customer2,537,300,33,768
ARBK,Customer1,533,38,33,769
ARBK,Customer2,390,455,33,770
ARBK,Customer3,565,264,16,773
ARBK,Customer0,313,494,41,774
ARBK,Customer2,366,493,14,778
ARBK,Customer4,340,387,34,779
ARBK,Customer3,293,53,30,781
ARBK,Customer4,402,288,41,783
ARBK,Customer2,396,434,22,785
ARBK,Customer3,290,21,25,787
ARBK,Customer1,467,15,25,788
ARBK,Customer1,417,484,25,789
ARBK,Customer0,318,270,50,790
ARBK,Customer4,329,142,52,791
ARBK,Customer1,477,224,52,792
ARBK,Customer1,365,27,12,793
ARBK,Customer0,314,60,46,795
ARBK,Customer0,316,168,6,796
ARBK,Customer3,414,174,6,797
ARBK,Customer1,332,362,37,798
ARBK,Customer0,480,295,37,799
ARBK,Customer3,380,221,10,802
ARBK,Customer2,361,496,45,804
ARBK,Customer0,339,426,49,805
ARBK,Customer1,400,46,49,806
ARBK,Customer4,496,220,10,809
ARBK,Customer2,461,106,1,811
ARBK,Customer2,338,434,49,812
ARBK,Customer4,532,437,16,814
ARBK,Customer0,363,460,30,817
ARBK,Customer1,445,191,47,821
ARBK,Customer0,568,73,58,823
ARBK,Customer3,339,496,59,824
ARBK,Customer1,482,442,29,827
ARBK,Customer0,404,247,29,828
ARBK,Customer3,290,254,53,829
ARBK,Customer3,383,97,4,831
ARBK,Customer1,396,362,5,833
ARBK,Customer2,378,461,16,834
ARBK,Customer2,355,24,46,835
ARBK,Customer3,480,310,7,837
ARBK,Customer1,292,313,57,841
ARBK,Customer2,509,217,11,844
ARBK,Customer1,498,477,11,845
ARBK,Customer2,515,76,11,846
ARBK,Customer0,497,4,23,848
ARBK,Customer1,326,109,17,849
ARBK,Customer0,537,255,32,852
ARBK,Customer2,475,249,32,853
ARBK,Customer3,554,482,53,855
ARBK,Customer0,353,125,42,858
ARBK,Customer0,365,370,29,859
ARBK,Customer3,423,69,29,860
ARBK,Customer4,303,125,39,862
ARBK,Customer1,410,366,39,863
ARBK,Customer0,296,124,11,865
ARBK,Customer2,476,377,24,867
ARBK,Customer1,438,367,24,868
ARBK,Customer2,548,413,57,870
ARBK,Customer3,489,382,54,872
ARBK,Customer4,291,83,19,874
ARBK,Customer2,347,331,3,876
ARBK,Customer3,356,193,13,878
ARBK,Customer0,325,392,24,881
ARBK,Customer0,521,24,24,882
ARBK,Customer0,349,433,4,887
ARBK,Customer4,536,401,31,889
ARBK,Customer1,333,482,40,890
ARBK,Customer2,537,110,21,892
ARBK,Customer4,352,37,31,893
ARBK,Customer4,316,388,5,894
ARBK,Customer3,347,213,22,896
ARBK,Customer4,293,133,9,898
ARBK,Customer0,319,121,3,901
ARBK,Customer0,358,220,5,902
ARBK,Customer2,571,209,5,903
ARBK,Customer1,424,172,42,905
ARBK,Customer2,504,186,37,908
ARBK,Customer0,410,292,34,910
ARBK,Customer3,360,222,58,912
ARBK,Customer2,306,402,58,917
ARBK,Customer0,363,494,5,918
ARBK,Customer3,294,408,27,919
ARBK,Customer3,335,419,41,921
ARBK,Customer4,336,303,12,922
ARBK,Customer2,506,240,7,926
ARBK,Customer4,395,106,7,927
ARBK,Customer1,403,430,0,929
ARBK,Customer4,300,461,27,930
ARBK,Customer4,491,437,13,932
ARBK,Customer1,289,294,36,937
ARBK,Customer1,322,388,8,939
ARBK,Customer4,475,106,8,940
ARBK,Customer0,457,386,8,941
ARBK,Customer1,312,360,23,942
ARBK,Customer2,530,391,35,945
ARBK,Customer0,488,235,16,947
ARBK,Customer3,462,369,48,949
ARBK,Customer0,353,86,19,950
ARBK,Customer4,369,140,35,951
ARBK,Customer4,372,495,18,952
ARBK,Customer2,378,427,36,953
ARBK,Customer0,336,20,31,954
ARBK,Customer4,391,80,31,955
ARBK,Customer0,376,161,46,958
ARBK,Customer4,347,101,48,962
ARBK,Customer0,347,457,29,965
ARBK,Customer4,354,459,33,967
ARBK,Customer1,306,342,47,970
ARBK,Customer4,489,400,47,971
ARBK,Customer1,570,116,11,973
ARBK,Customer4,550,475,11,974
ARBK,Customer2,510,238,46,976
ARBK,Customer1,457,14,54,978
ARBK,Customer4,342,37,43,979
ARBK,Customer4,368,234,55,981
ARBK,Customer1,290,489,2,983
ARBK,Customer3,481,19,2,984
ARBK,Customer2,366,393,20,988
ARBK,Customer3,316,364,56,990
ARBK,Customer1,371,83,28,994
ARBK,Customer0,518,223,38,996
ARBK,Customer0,560,403,10,998
ARBK,Customer0,415,392,10,999
ARBK,Customer3,292,433,3,1002
ARBK,Customer1,364,155,57,1003
ARBK,Customer1,552,73,57,1004
ARBK,Customer1,487,133,57,1005
ARBK,Customer1,403,270,57,1006
ARBK,Customer1,428,184,57,1007
ARBK,Customer3,474,109,57,1008
ARBK,Customer4,465,134,46,1010
ARBK,Customer4,301,418,45,1013
ARBK,Customer3,497,430,45,1014
ARBK,Customer3,299,293,9,1016
ARBK,Customer2,531,477,27,1018
ARBK,Customer3,536,177,15,1020
ARBK,Customer3,505,202,15,1021
ARBK,Customer1,484,485,15,1022
ARBK,Customer1,358,178,39,1023
ARBK,Customer4,367,376,20,1024
ARBK,Customer3,379,183,5,1025
ARBK,Customer1,294,59,25,1028
ARBK,Customer0,329,245,37,1030
ARBK,Customer4,448,237,45,1032
ARBK,Customer0,344,115,5,1037
ARBK,Customer4,298,307,51,1043
ARBK,Customer4,302,428,7,1048
ARBK,Customer2,299,486,48,1050
ARBK,Customer4,517,200,48,1051
ARBK,Customer4,482,224,34,1054
ARBK,Customer2,474,46,34,1055
ARBK,Customer3,407,5,15,1058
ARBK,Customer4,324,414,1,1059
ARBK,Customer4,532,277,1,1060
ARBK,Customer4,290,122,19,1061
ARBK,Customer1,340,469,42,1064
ARBK,Customer4,458,41,18,1069
ARBK,Customer3,511,276,18,1070
ARBK,Customer3,462,265,18,1071
ARBK,Customer3,324,185,35,1074
ARBK,Customer3,383,334,9,1075
ARBK,Customer1,479,214,9,1076
ARBK,Customer0,366,417,5,1077
ARBK,Customer4,418,364,6,1079
ARBK,Customer0,375,141,30,1080
ARBK,Customer0,355,223,46,1081
ARBK,Customer4,378,452,31,1082
ARBK,Customer4,537,409,31,1083
ARBK,Customer2,361,127,44,1084
ARBK,Customer3,334,169,59,1086
ARBK,Customer4,354,251,24,1089
ARBK,Customer2,387,160,4,1091
ARBK,Customer0,383,231,57,1092
ARBK,Customer4,346,208,38,1094
ARBK,Customer3,324,150,53,1099
ARBK,Customer2,382,217,21,1105
ARBK,Customer3,313,482,51,1107
ARBK,Customer3,424,157,51,1108
ARBK,Customer0,374,211,17,1110
ARBK,Customer3,428,430,0,1112
ARBK,Customer4,309,189,54,1113
ARBK,Customer3,362,234,49,1114
ARBK,Customer4,414,222,49,1115
ARBK,Customer3,311,312,40,1122
ARBK,Customer4,507,451,27,1131
ARBK,Customer1,381,429,12,1135
ARBK,Customer1,531,454,23,1137
ARBK,Customer2,376,201,22,1138
ARBK,Customer2,450,202,23,1144
ARBK,Customer0,360,382,13,1145
ARBK,Customer1,319,111,31,1146
ARBK,Customer4,381,98,45,1147
ARBK,Customer0,415,54,9,1149
ARBK,Customer0,351,384,44,1151
ARBK,Customer0,291,132,4,1152
ARBK,Customer0,377,320,32,1153
ARBK,Customer1,300,133,52,1158
ARBK,Customer3,347,329,9,1159
ARBK,Customer0,505,292,9,1160
ARBK,Customer3,347,48,6,1161
ARBK,Customer1,381,349,37,1163
ARBK,Customer1,340,214,57,1164
ARBK,Customer2,504,255,57,1165
ARBK,Customer4,570,326,12,1167
ARBK,Customer3,488,215,12,1168
ARBK,Customer3,295,107,54,1170
ARBK,Customer1,380,340,1,1172
ARBK,Customer1,298,342,36,1174
ARBK,Customer0,303,268,53,1175
ARBK,Customer3,410,65,42,1177
ARBK,Customer1,420,131,12,1180
ARBK,Customer3,468,17,12,1181
ARBK,Customer3,348,370,11,1182
ARBK,Customer3,327,110,15,1183
ARBK,Customer0,353,253,46,1184
ARBK,Customer3,313,470,26,1185
ARBK,Customer1,323,241,53,1186
ARBK,Customer2,427,126,22,1188
ARBK,Customer3,323,435,34,1189
ARBK,Customer0,415,489,41,1192
ARBK,Customer0,292,245,54,1198
ARBK,Customer4,450,126,26,1200
ARBK,Customer3,349,429,24,1202
ARBK,Customer2,426,233,19,1204
ARBK,Customer2,462,230,30,1206
ARBK,Customer3,495,96,30,1207
ARBK,Customer1,495,51,30,1208
ARBK,Customer4,333,166,7,1209
ARBK,Customer4,430,461,57,1212
ARBK,Customer0,368,408,40,1214
ARBK,Customer2,325,461,12,1219
ARBK,Customer2,294,158,4,1223
ARBK,Customer2,403,157,16,1225
ARBK,Customer2,557,409,53,1229
ARBK,Customer4,384,265,17,1231
ARBK,Customer3,345,354,40,1232
ARBK,Customer2,350,361,20,1233
ARBK,Customer2,487,464,20,1234
ARBK,Customer3,373,44,15,1242
ARBK,Customer0,455,83,15,1243
ARBK,Customer3,347,218,0,1247
ARBK,Customer0,352,496,30,1249
ARBK,Customer1,478,286,30,1250
ARBK,Customer2,378,130,28,1251
ARBK,Customer0,301,184,29,1254
ARBK,Customer2,391,427,29,1255
ARBK,Customer2,423,239,29,1256
ARBK,Customer0,418,117,21,1258
ARBK,Customer3,348,206,29,1259
ARBK,Customer4,336,397,51,1260
ARBK,Customer1,325,500,14,1265
ARBK,Customer4,324,191,43,1266
ARBK,Customer0,515,278,21,1270
ARBK,Customer0,331,326,5,1271
ARBK,Customer3,384,370,5,1272
ARBK,Customer2,319,48,26,1273
ARBK,Customer0,559,233,42,1276
ARBK,Customer0,345,260,13,1277
ARBK,Customer4,478,146,0,1281
ARBK,Customer0,385,199,0,1282
ARBK,Customer3,386,268,0,1283
ARBK,Customer3,558,481,0,1284
ARBK,Customer3,363,388,30,1290
ARBK,Customer3,404,164,30,1291
ARBK,Customer3,457,270,20,1294
ARBK,Customer3,383,439,19,1295
ARBK,Customer3,288,328,20,1300
ARBK,Customer0,314,23,48,1301
ARBK,Customer0,403,380,48,1302
ARBK,Customer3,330,402,50,1303
ARBK,Customer1,379,374,8,1304
ARBK,Customer2,537,359,23,1306
ARBK,Customer4,389,8,23,1307
ARBK,Customer4,472,158,23,1308
ARBK,Customer4,311,249,51,1309
ARBK,Customer2,550,223,51,1310
ARBK,Customer3,501,247,51,1311
ARBK,Customer0,334,25,47,1312
ARBK,Customer2,326,268,36,1313
ARBK,Customer2,367,419,22,1314
ARBK,Customer3,318,234,34,1318
ARBK,Customer0,360,21,31,1320
ARBK,Customer2,303,230,13,1321
ARBK,Customer3,374,85,29,1324
ARBK,Customer0,326,368,43,1325
ARBK,Customer4,446,264,57,1327
ARBK,Customer4,562,310,4,1329
ARBK,Customer0,380,165,37,1330
ARBK,Customer4,429,491,37,1331
ARBK,Customer4,352,378,16,1333
ARBK,Customer0,520,485,16,1334
ARBK,Customer1,363,315,17,1335
ARBK,Customer0,315,496,55,1336
ARBK,Customer3,324,469,31,1339
ARBK,Customer0,565,395,54,1341
ARBK,Customer3,349,120,44,1342
ARBK,Customer4,532,169,41,1345
ARBK,Customer4,312,275,9,1347
ARBK,Customer4,495,260,54,1349
ARBK,Customer0,452,95,54,1350
ARBK,Customer2,387,128,54,1351
ARBK,Customer1,489,399,42,1353
ARBK,Customer2,458,343,42,1354
ARBK,Customer2,420,406,26,1356
ARBK,Customer2,430,57,16,1359
ARBK,Customer1,397,34,54,1361
ARBK,Customer1,384,211,31,1363
ARBK,Customer0,360,444,7,1364
ARBK,Customer1,308,111,16,1366
ARBK,Customer3,378,362,33,1368
ARBK,Customer2,291,82,37,1370
ARBK,Customer0,343,300,39,1371
ARBK,Customer4,351,197,15,1374
ARBK,Customer3,345,202,6,1377
ARBK,Customer0,374,52,35,1380
ARBK,Customer3,482,384,34,1382
ARBK,Customer4,350,94,11,1383
ARBK,Customer4,307,153,12,1384
ARBK,Customer2,541,267,26,1386
ARBK,Customer4,552,136,58,1389
ARBK,Customer4,336,220,36,1391
ARBK,Customer3,570,300,6,1395
ARBK,Customer3,318,460,4,1396
ARBK,Customer3,327,405,20,1397
ARBK,Customer3,326,195,12,1398
ARBK,Customer3,383,154,12,1399
ARBK,Customer0,347,108,13,1400
ARBK,Customer0,518,236,47,1402
ARBK,Customer1,399,357,25,1404
ARBK,Customer3,296,246,9,1405
ARBK,Customer2,550,109,27,1407
ARBK,Customer3,375,45,48,1410
ARBK,Customer0,539,232,38,1412
ARBK,Customer0,446,358,38,1413
ARBK,Customer4,462,424,19,1418
ARBK,Customer2,294,326,44,1420
ARBK,Customer2,294,263,0,1421
ARBK,Customer0,356,259,10,1423
ARBK,Customer3,293,479,46,1426
ARBK,Customer1,295,170,1,1432
ARBK,Customer2,571,245,56,1436
ARBK,Customer3,341,84,5,1438
ARBK,Customer0,382,344,31,1443
ARBK,Customer1,510,6,44,1445
ARBK,Customer2,352,310,58,1446
ARBK,Customer2,364,53,27,1447
ARBK,Customer1,359,333,49,1457
ARBK,Customer3,330,288,5,1458
ARBK,Customer3,320,476,0,1461
ARBK,Customer1,344,118,21,1465
ARBK,Customer4,510,377,18,1467
ARBK,Customer2,378,471,56,1469
ARBK,Customer0,385,306,51,1471
ARBK,Customer2,356,116,27,1473
ARBK,Customer1,293,50,9,1475
ARBK,Customer1,324,258,45,1476
ARBK,Customer3,541,1,45,1477
ARBK,Customer4,305,82,20,1480
ARBK,Customer2,350,166,30,1481
ARBK,Customer3,547,434,30,1482
ARBK,Customer2,322,119,28,1483
ARBK,Customer3,460,255,1,1485
ARBK,Customer2,452,372,1,1486
ARBK,Customer4,378,75,52,1487
ARBK,Customer0,410,198,52,1488
ARBK,Customer2,313,307,56,1489
ARBK,Customer3,341,228,54,1493
ARBK,Customer0,468,106,54,1494
ARBK,Customer4,344,220,55,1496
ARBK,Customer4,316,487,9,1497
ARBK,Customer1,445,450,46,1500
ARBK,Customer0,476,322,39,1502
ARBK,Customer0,403,141,3,1509
ARBK,Customer2,324,417,47,1510
ARBK,Customer4,321,339,9,1511
ARBK,Customer3,487,176,9,1512
ARBK,Customer4,523,296,9,1513
ARBK,Customer1,401,25,45,1516
ARBK,Customer2,333,134,35,1517
ARBK,Customer3,431,369,47,1519
ARBK,Customer1,416,136,47,1520
